"","District","Region","Subzone","Property Type","address","Ascendas_Building","lease","sqft","sqm","psf","lon","lat"
"9168","D18","EAST REGION","TAMPINES EAST","Office","300 tampines avenue 5 , singapore","Non-Ascendas Building","Unknown Tenure",700,65,1.24,103.9418625,1.3522541
"9169","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,1120,104,3.34,103.8591712,1.2957308
"9170","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,310,29,3.86,103.8591712,1.2957308
"9171","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,500,46,0.94,103.8591712,1.2957308
"9172","D18","EAST REGION","TAMPINES EAST","Office","300 tampines avenue 5 , singapore","Non-Ascendas Building","Unknown Tenure",300,28,1.66,103.9418625,1.3522541
"9173","D16","EAST REGION","XILIN","Office","51 changi business park central 2 , singapore","Non-Ascendas Building",NA,1110,103,3.58,103.9652515,1.3347003
"9174","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",980,91,2.76,103.850475,1.2822166
"9175","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",380,35,3.57,103.850475,1.2822166
"9176","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",300,28,1.91,103.850475,1.2822166
"9177","D16","EAST REGION","XILIN","Office","51 changi business park central 2 , singapore","Non-Ascendas Building",NA,300,28,2.73,103.9652515,1.3347003
"9178","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,970,90,3.1,103.8483915,1.2777689
"9179","D16","EAST REGION","XILIN","Office","51 changi business park central 2 , singapore","Non-Ascendas Building",NA,300,28,0.63,103.9652515,1.3347003
"9180","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 phillip street , singapore","Non-Ascendas Building","999-year Leasehold",1080,100,3.46,103.8500062,1.2845765
"9181","D01","CENTRAL REGION","RAFFLES PLACE","Office","16 collyer quay , singapore","Non-Ascendas Building","Freehold",1200,111,2.06,103.8524453,1.2842345
"9182","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,740,69,3.05,103.8510616,1.284358
"9183","D09","CENTRAL REGION","BOULEVARD","Office","435 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",200,19,1.09,103.8332642,1.3037148
"9184","D22","WEST REGION","JURONG GATEWAY","Office","15 jurong east central 1 , singapore","Non-Ascendas Building",NA,470,44,0.92,103.7393946,1.3331996
"9185","D22","WEST REGION","JURONG GATEWAY","Office","15 jurong east central 1 , singapore","Non-Ascendas Building",NA,1070,99,3.67,103.7393946,1.3331996
"9186","D22","WEST REGION","JURONG GATEWAY","Office","15 jurong east central 1 , singapore","Non-Ascendas Building",NA,300,28,1.06,103.7393946,1.3331996
"9187","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,1010,94,3.24,103.8510616,1.284358
"9188","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8510616,1.284358
"9189","D07","CENTRAL REGION","BUGIS","Office","410 north bridge road , singapore","Non-Ascendas Building",NA,1200,111,3.44,103.8546068,1.2967615
"9190","D07","CENTRAL REGION","BUGIS","Office","410 north bridge road , singapore","Non-Ascendas Building",NA,700,65,1.81,103.8546068,1.2967615
"9191","D07","CENTRAL REGION","BUGIS","Office","410 north bridge road , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8546068,1.2967615
"9192","D22","WEST REGION","JURONG GATEWAY","Office","8 jurong town hall road , singapore","Non-Ascendas Building",NA,1030,96,3.56,103.7417689,1.3310751
"9193","D22","WEST REGION","JURONG GATEWAY","Office","8 jurong town hall road , singapore","Non-Ascendas Building",NA,200,19,1.44,103.7417689,1.3310751
"9194","D22","WEST REGION","JURONG GATEWAY","Office","8 jurong town hall road , singapore","Non-Ascendas Building",NA,430,40,1.6,103.7417689,1.3310751
"9195","D09","CENTRAL REGION","BOULEVARD","Office","435 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",1020,95,3.58,103.8332642,1.3037148
"9196","D09","CENTRAL REGION","BOULEVARD","Office","435 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",820,76,2.67,103.8332642,1.3037148
"9197","D07","CENTRAL REGION","BUGIS","Office","3 fraser street , singapore","Non-Ascendas Building","99-year Leasehold",1200,111,5.16,103.8580647,1.2990692
"9198","D09","CENTRAL REGION","BOULEVARD","Office","435 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",420,39,2.25,103.8332642,1.3037148
"9199","D07","CENTRAL REGION","BUGIS","Office","3 fraser street , singapore","Non-Ascendas Building","99-year Leasehold",380,35,2.8,103.8580647,1.2990692
"9200","D02","CENTRAL REGION","TANJONG PAGAR","Office","1 wallich street , singapore","Non-Ascendas Building","Unknown Tenure",1170,109,3.85,103.8457765,1.2769938
"9201","D07","CENTRAL REGION","BUGIS","Office","3 fraser street , singapore","Non-Ascendas Building","99-year Leasehold",300,28,2.86,103.8580647,1.2990692
"9202","D02","CENTRAL REGION","TANJONG PAGAR","Office","1 wallich street , singapore","Non-Ascendas Building","Unknown Tenure",360,33,3.8,103.8457765,1.2769938
"9203","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",1160,108,4.33,103.8435716,1.3171474
"9204","D02","CENTRAL REGION","TANJONG PAGAR","Office","1 wallich street , singapore","Non-Ascendas Building","Unknown Tenure",300,28,1.63,103.8457765,1.2769938
"9205","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",501,47,0.5,103.8435716,1.3171474
"9206","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",350,33,2.72,103.8435716,1.3171474
"9207","D05","CENTRAL REGION","ONE NORTH","Office","1 fusionopolis place , singapore","Ascendas Building","60-year Leasehold",1140,106,4.02,103.7883756,1.2997524
"9208","D05","CENTRAL REGION","ONE NORTH","Office","1 fusionopolis place , singapore","Ascendas Building","60-year Leasehold",330,31,3.4,103.7883756,1.2997524
"9209","D05","CENTRAL REGION","ONE NORTH","Office","1 fusionopolis place , singapore","Ascendas Building","60-year Leasehold",300,28,0.63,103.7883756,1.2997524
"9210","D01","CENTRAL REGION","RAFFLES PLACE","Office","16 collyer quay , singapore","Non-Ascendas Building","Freehold",700,65,1.63,103.8524453,1.2842345
"9211","D01","CENTRAL REGION","RAFFLES PLACE","Office","16 collyer quay , singapore","Non-Ascendas Building","Freehold",500,46,1.28,103.8524453,1.2842345
"9212","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,370,34,2.39,103.8483915,1.2777689
"9213","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,1100,102,3.12,103.8474403,1.2761294
"9214","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,500,46,1.55,103.8474403,1.2761294
"9215","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,300,28,2.13,103.8483915,1.2777689
"9216","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,300,28,1.57,103.8474403,1.2761294
"9217","D04","CENTRAL REGION","MARITIME SQUARE","Office","1 harbourfront place , singapore","Non-Ascendas Building","Freehold",1090,101,4.19,103.8192714,1.2645158
"9218","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",960,89,3.81,103.8551022,1.2798179
"9219","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",360,33,2.75,103.8551022,1.2798179
"9220","D04","CENTRAL REGION","MARITIME SQUARE","Office","1 harbourfront place , singapore","Non-Ascendas Building","Freehold",490,46,1.46,103.8192714,1.2645158
"9221","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",950,88,3.45,103.8516709,1.2784816
"9222","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",300,28,2.39,103.8551022,1.2798179
"9223","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",350,33,2.53,103.8516709,1.2784816
"9224","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",300,28,2.13,103.8516709,1.2784816
"9225","D04","CENTRAL REGION","MARITIME SQUARE","Office","1 harbourfront place , singapore","Non-Ascendas Building","Freehold",300,28,1.23,103.8192714,1.2645158
"9226","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,940,87,3.2,103.8510616,1.284358
"9227","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,340,32,3.36,103.8510616,1.284358
"9228","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 phillip street , singapore","Non-Ascendas Building","999-year Leasehold",480,45,1.75,103.8500062,1.2845765
"9229","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,340,32,1.88,103.8510616,1.284358
"9230","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,300,28,3.17,103.8496597,1.2832446
"9231","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,930,86,2.66,103.8496597,1.2832446
"9232","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,300,28,1.91,103.8496597,1.2832446
"9233","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 phillip street , singapore","Non-Ascendas Building","999-year Leasehold",300,28,1.79,103.8500062,1.2845765
"9234","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,920,85,2.94,103.8539179,1.2856406
"9235","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,320,30,4.24,103.8539179,1.2856406
"9236","D09","CENTRAL REGION","SOMERSET","Office","218 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",1040,97,3.79,103.838784,1.301615
"9237","D09","CENTRAL REGION","SOMERSET","Office","218 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",440,41,2.12,103.838784,1.301615
"9238","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building","Unknown Tenure",910,85,3.52,103.8507043,1.2854707
"9239","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,300,28,1.91,103.8539179,1.2856406
"9240","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building","Unknown Tenure",310,29,2.98,103.8507043,1.2854707
"9241","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building","Unknown Tenure",200,19,1.14,103.8507043,1.2854707
"9242","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,900,84,2.54,103.8603543,1.2933784
"9243","D09","CENTRAL REGION","SOMERSET","Office","218 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",300,28,2.23,103.838784,1.301615
"9244","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,300,28,3.8,103.8603543,1.2933784
"9245","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,500,46,0.98,103.8603543,1.2933784
"9246","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",1200,111,3.44,103.8549477,1.297193
"9247","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",500,46,1.72,103.8549477,1.297193
"9248","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road0201 one fullerton , singapore","Non-Ascendas Building",NA,800,74,5.08,103.8539381,1.285711
"9249","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",1200,111,2.29,103.744756,1.330109
"9250","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",790,73,1.91,103.744756,1.330109
"9251","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",300,28,1.73,103.744756,1.330109
"9252","D22","WEST REGION","JURONG GATEWAY","Office","8 jurong town hall road , singapore","Non-Ascendas Building",NA,3300,307,1.86,103.7417689,1.3310751
"9253","D22","WEST REGION","JURONG GATEWAY","Office","8 jurong town hall road , singapore","Non-Ascendas Building",NA,830,77,2.3,103.7417689,1.3310751
"9254","D22","WEST REGION","JURONG GATEWAY","Office","8 jurong town hall road , singapore","Non-Ascendas Building",NA,300,28,1.66,103.7417689,1.3310751
"9255","D04","CENTRAL REGION","MARITIME SQUARE","Office","1 harbourfront place , singapore","Non-Ascendas Building","Freehold",4000,372,2.76,103.8192714,1.2645158
"9256","D04","CENTRAL REGION","MARITIME SQUARE","Office","1 harbourfront place , singapore","Non-Ascendas Building","Freehold",200,19,1.14,103.8192714,1.2645158
"9257","D04","CENTRAL REGION","MARITIME SQUARE","Office","1 harbourfront place , singapore","Non-Ascendas Building","Freehold",890,83,2.27,103.8192714,1.2645158
"9258","D01","CENTRAL REGION","RAFFLES PLACE","Office","20 collyer quay , singapore","Non-Ascendas Building","99-year Leasehold",3000,279,1.36,103.8526975,1.2845452
"9259","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 phillip street , singapore","Non-Ascendas Building","999-year Leasehold",3800,353,1.09,103.8500062,1.2845765
"9260","D01","CENTRAL REGION","RAFFLES PLACE","Office","20 collyer quay , singapore","Non-Ascendas Building","99-year Leasehold",800,74,2.32,103.8526975,1.2845452
"9261","D01","CENTRAL REGION","RAFFLES PLACE","Office","20 collyer quay , singapore","Non-Ascendas Building","99-year Leasehold",200,19,1.59,103.8526975,1.2845452
"9262","D01","CENTRAL REGION","RAFFLES PLACE","Office","20 collyer quay , singapore","Non-Ascendas Building","99-year Leasehold",500,46,0.5,103.8526975,1.2845452
"9263","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 phillip street , singapore","Non-Ascendas Building","999-year Leasehold",880,82,1.88,103.8500062,1.2845765
"9264","D18","EAST REGION","TAMPINES EAST","Office","300 tampines avenue 5 , singapore","Non-Ascendas Building","Unknown Tenure",3000,279,1.59,103.9418625,1.3522541
"9265","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 phillip street , singapore","Non-Ascendas Building","999-year Leasehold",200,19,1.14,103.8500062,1.2845765
"9266","D18","EAST REGION","TAMPINES EAST","Office","300 tampines avenue 5 , singapore","Non-Ascendas Building","Unknown Tenure",790,73,2.33,103.9418625,1.3522541
"9267","D16","EAST REGION","XILIN","Office","51 changi business park central 2 , singapore","Non-Ascendas Building",NA,200,19,1.14,103.9652515,1.3347003
"9268","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,4000,372,2.76,103.8474403,1.2761294
"9269","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8474403,1.2761294
"9270","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",3000,279,1.23,103.850475,1.2822166
"9271","D18","EAST REGION","TAMPINES EAST","Office","300 tampines avenue 5 , singapore","Non-Ascendas Building","Unknown Tenure",500,46,0.5,103.9418625,1.3522541
"9272","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",780,72,2.6,103.850475,1.2822166
"9273","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,900,84,1.99,103.8474403,1.2761294
"9274","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",200,19,1.59,103.850475,1.2822166
"9275","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8591712,1.2957308
"9276","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,3000,279,1.71,103.8483915,1.2777689
"9277","D01","CENTRAL REGION","RAFFLES PLACE","Office","137 market street , singapore","Non-Ascendas Building","Unknown Tenure",500,46,0.5,103.850475,1.2822166
"9278","D05","CENTRAL REGION","ONE NORTH","Office","1 fusionopolis place , singapore","Ascendas Building","60-year Leasehold",200,19,1.14,103.7883756,1.2997524
"9279","D09","CENTRAL REGION","INSTITUTION HILL","Office","30 mohamed sultan road , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8411014,1.2928581
"9280","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,770,72,3.19,103.8483915,1.2777689
"9281","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,200,19,1.59,103.8483915,1.2777689
"9282","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",500,46,0.5,103.8516709,1.2784816
"9283","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",200,19,1.14,103.8435716,1.3171474
"9284","D02","CENTRAL REGION","TANJONG PAGAR","Office","1 wallich street , singapore","Non-Ascendas Building","Unknown Tenure",500,46,0.5,103.8457765,1.2769938
"9285","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8510616,1.284358
"9286","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8539179,1.2856406
"9287","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8496597,1.2832446
"9288","D07","CENTRAL REGION","BUGIS","Office","410 north bridge road , singapore","Non-Ascendas Building",NA,508,47,0.98,103.8546068,1.2967615
"9289","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,200,19,1.59,103.8603543,1.2933784
"9290","D01","CENTRAL REGION","CECIL","Office","77 robinson road , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8483915,1.2777689
"9291","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building","Unknown Tenure",500,46,0.5,103.8507043,1.2854707
"9292","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",760,71,3.61,103.8551022,1.2798179
"9293","D07","CENTRAL REGION","BUGIS","Office","3 fraser street , singapore","Non-Ascendas Building","99-year Leasehold",500,46,0.5,103.8580647,1.2990692
"9294","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",260,24,26.4,103.8551022,1.2798179
"9295","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",4900,455,0.92,103.744756,1.330109
"9296","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",500,46,0.5,103.8551022,1.2798179
"9297","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",390,36,1.98,103.744756,1.330109
"9298","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","12 marina boulevard , singapore","Non-Ascendas Building","99-year Leasehold",200,19,1.59,103.8551022,1.2798179
"9299","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",200,19,1.14,103.744756,1.330109
"9300","D16","EAST REGION","XILIN","Office","51 changi business park central 2 , singapore","Non-Ascendas Building",NA,700,65,2.51,103.9652515,1.3347003
"9301","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",2500,232,2.45,103.8516709,1.2784816
"9302","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",750,70,3.01,103.8516709,1.2784816
"9303","D16","EAST REGION","XILIN","Office","51 changi business park central 2 , singapore","Non-Ascendas Building",NA,4100,381,1.28,103.9652515,1.3347003
"9304","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,710,66,2.52,103.8591712,1.2957308
"9305","D01","CENTRAL REGION","CENTRAL SUBZONE","Office","8 marina view , singapore","Non-Ascendas Building","99-year Leasehold",200,19,1.59,103.8516709,1.2784816
"9306","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,4200,390,1,103.8591712,1.2957308
"9307","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,2400,223,2.39,103.8510616,1.284358
"9308","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,200,19,1.59,103.8510616,1.284358
"9309","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,810,75,3.03,103.8510616,1.284358
"9310","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,730,68,2.55,103.8496597,1.2832446
"9311","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,2300,214,2.41,103.8496597,1.2832446
"9312","D05","CENTRAL REGION","ONE NORTH","Office","3 fusionopolis place , singapore","Ascendas Building","Unknown Tenure",3000,279,2.01,103.78726,1.2996794
"9313","D05","CENTRAL REGION","ONE NORTH","Office","1 fusionopolis place , singapore","Ascendas Building","60-year Leasehold",730,68,3.3,103.7883756,1.2997524
"9314","D01","CENTRAL REGION","RAFFLES PLACE","Office","3 church street , singapore","Non-Ascendas Building",NA,200,19,1.59,103.8496597,1.2832446
"9315","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,2200,204,1.85,103.8539179,1.2856406
"9316","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,720,67,3.07,103.8539179,1.2856406
"9317","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",4600,427,1.42,103.8435716,1.3171474
"9318","D01","CENTRAL REGION","CLIFFORD PIER","Office","1 fullerton road , singapore","Non-Ascendas Building",NA,200,19,1.59,103.8539179,1.2856406
"9319","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",1160,108,2.07,103.8435716,1.3171474
"9320","D02","CENTRAL REGION","TANJONG PAGAR","Office","1 wallich street , singapore","Non-Ascendas Building","Unknown Tenure",760,71,3.55,103.8457765,1.2769938
"9321","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building","Unknown Tenure",3000,279,2.06,103.8507043,1.2854707
"9322","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,2000,186,1.79,103.8603543,1.2933784
"9323","D02","CENTRAL REGION","TANJONG PAGAR","Office","1 wallich street , singapore","Non-Ascendas Building","Unknown Tenure",4700,437,1.46,103.8457765,1.2769938
"9324","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building","Unknown Tenure",910,85,2.85,103.8507043,1.2854707
"9325","D07","CENTRAL REGION","BUGIS","Office","410 north bridge road , singapore","Non-Ascendas Building",NA,1000,93,2.03,103.8546068,1.2967615
"9326","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,700,65,2.45,103.8603543,1.2933784
"9327","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,500,46,0.5,103.8603543,1.2933784
"9328","D07","CENTRAL REGION","BUGIS","Office","3 fraser street , singapore","Non-Ascendas Building","99-year Leasehold",3000,279,2.45,103.8580647,1.2990692
"9329","D07","CENTRAL REGION","BUGIS","Office","3 fraser street , singapore","Non-Ascendas Building","99-year Leasehold",780,72,2.89,103.8580647,1.2990692
"9330","D12","CENTRAL REGION","TOA PAYOH CENTRAL","Office","toa payoh central toa payoh public library , singapore","Non-Ascendas Building",NA,450,42,0.96,103.8505068,1.3335425
"9331","D12","CENTRAL REGION","TOA PAYOH CENTRAL","Office","toa payoh central toa payoh public library , singapore","Non-Ascendas Building",NA,1050,98,1.62,103.8505068,1.3335425
"9332","D12","CENTRAL REGION","TOA PAYOH CENTRAL","Business / Science Park","toa payoh central toa payoh public library , singapore","Non-Ascendas Building",NA,500,46,0.64,103.8505068,1.3335425
"9333","D01","CENTRAL REGION","RAFFLES PLACE","Office","level 19  20 tower 2 1 raffles place , singapore","Non-Ascendas Building",NA,500,46,1.28,103.8506719,1.2846943
"9334","D19","NORTH-EAST REGION","SERANGOON NORTH","Office","55 serangoon north avenue 4 , singapore","Non-Ascendas Building","Unknown Tenure",900,84,2.56,103.8748026,1.3769565
"9335","D09","CENTRAL REGION","OXLEY","Office","283 river valley road , singapore","Non-Ascendas Building","999-year Leasehold",1300,121,5,103.8397966,1.2957811
"9336","D03","CENTRAL REGION","KAMPONG TIONG BAHRU","Light Industrial","120 lower delta road , singapore","Non-Ascendas Building",NA,4489,417,2.9,103.822894,1.2802849
"9337","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","3 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1658,154,1.7,103.8138059,1.4443538
"9338","D01","CENTRAL REGION","CHINA SQUARE","Office","19 133 amoy street , singapore","Non-Ascendas Building","Freehold",1819,169,6.5,103.848326,1.283086
"9339","D25","NORTH REGION","WOODLANDS EAST","Light Industrial","11 woodlands close , singapore","Non-Ascendas Building","60-year Leasehold",1830,170,1.26,103.8026988,1.4347426
"9340","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","63 ubi avenue 1 , singapore","Non-Ascendas Building",NA,2637,245,1.63,103.8939561,1.3246105
"9341","D26","NORTH-EAST REGION","TAGORE","Light Industrial","421 tagore industrial avenue , singapore","Non-Ascendas Building","Freehold",2174,202,1.5,103.8271508,1.384428
"9342","D22","WEST REGION","KIAN TECK","Factory / Workshop","3 soon lee street , singapore","Non-Ascendas Building","30-year Leasehold",1324,123,2.27,103.6972428,1.3339678
"9343","D09","CENTRAL REGION","SOMERSET","Office","150 orchard road , singapore","Non-Ascendas Building","99-year Leasehold",452,42,5.09,103.8410995,1.3010249
