"","District","Region","Subzone","Property Type","address","Ascendas_Building","lease","sqft","sqm","psf","lon","lat"
"62","D22","WEST REGION","TAMAN JURONG","Light Industrial","2 corporation road , singapore","Ascendas Building",NA,3755,349,2.5,103.7204985,1.3251171
"63","D20","NORTH-EAST REGION","YIO CHU KANG","Light Industrial","10 ang mo kio street 65 , singapore","Ascendas Building","Unknown Tenure",2640,245,3.2,103.8492521,1.3898668
"64","D22","WEST REGION","PENJURU CRESCENT","Warehouse","40 penjuru lane , singapore","Ascendas Building",NA,99998,9290,1.3,103.7287357,1.3106526
"65","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","29 international business park , singapore","Ascendas Building",NA,1281,119,4.2,103.7460233,1.327022
"66","D16","EAST REGION","XILIN","Business / Science Park","1 changi business park avenue 1 , singapore","Ascendas Building",NA,2881,268,4.5,103.9636648,1.3366252
"67","D14","EAST REGION","KAKI BUKIT","Light Industrial","31 kaki bukit road 3 , singapore","Ascendas Building","Freehold",2002,186,3.5,103.9055177,1.3357041
"68","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","20 science park road , singapore","Ascendas Building",NA,3042,283,4.5,103.7816011,1.2866544
"69","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",10201,948,3.95,103.7492819,1.3277403
"70","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","31 international business park , singapore","Ascendas Building",NA,861,80,4.3,103.7461138,1.3287101
"71","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","20 science park road , singapore","Ascendas Building",NA,3072,285,4.5,103.7816011,1.2866544
"72","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","21 media circle , singapore","Ascendas Building",NA,1492,139,4.7,103.7945491,1.2922144
"73","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","21 biopolis , singapore","Ascendas Building",NA,14925,1387,4.95,103.7923759,1.3018822
"74","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","1 science park road , singapore","Ascendas Building","Unknown Tenure",1320,123,4.2,103.7786133,1.2896695
"75","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","50 science park road , singapore","Ascendas Building","30-year Leasehold",2838,264,4.5,103.783457,1.286215
"76","D19","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","53 serangoon north avenue 4 , singapore","Ascendas Building","99-year Leasehold",14508,1348,1.8,103.8748026,1.3765168
"77","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","20 science park road , singapore","Ascendas Building","Unknown Tenure",4018,373,4.5,103.7816011,1.2866544
"78","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",4646,432,3.95,103.7492819,1.3277403
"79","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","21 biopolis road , singapore","Ascendas Building",NA,4221,392,4.95,103.7923759,1.3018822
"80","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",6895,641,3.95,103.7492819,1.3277403
"81","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","20 science park road , singapore","Ascendas Building","Unknown Tenure",1060,98,4.5,103.7816011,1.2866544
"82","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",1952,181,3.95,103.7492819,1.3277403
"83","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","20 science park road , singapore","Ascendas Building","Unknown Tenure",2001,186,4.5,103.7816011,1.2866544
"84","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","150 ubi avenue 4 , singapore","Ascendas Building","Unknown Tenure",4281,398,1.9,103.8961838,1.3345138
"85","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",3743,348,3.95,103.7492819,1.3277403
"86","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",2153,200,3.95,103.7492819,1.3277403
"87","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","3a international business park , singapore","Ascendas Building","60-year Leasehold",2895,269,3.95,103.7492819,1.3277403
"88","D05","CENTRAL REGION","PASIR PANJANG 1","Business / Science Park","20 science park road , singapore","Ascendas Building","Unknown Tenure",1008,94,4.5,103.7816011,1.2866544
"89","D17","EAST REGION","LOYANG WEST","Warehouse","19 loyang way , singapore","Ascendas Building",NA,74390,6911,1.6,103.9729292,1.3761348
"90","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","1 jalan kilang timor , singapore","Ascendas Building","Unknown Tenure",5597,520,3,103.8108547,1.2851095
"91","D13","CENTRAL REGION","JOO SENG","Light Industrial","159 kampong ampat , singapore","Ascendas Building",NA,16267,1511,3.2,103.8829543,1.3348827
"92","D22","WEST REGION","INTERNATIONAL BUSINESS PARK","Business / Science Park","27 international business park , singapore","Ascendas Building",NA,23315,2166,3.5,103.7470642,1.3258126
"93","D22","WEST REGION","TOH GUAN","Light Industrial","10 toh guan , singapore","Ascendas Building",NA,23786,2210,1.9,103.7482854,1.3322089
"94","D17","EAST REGION","LOYANG WEST","Warehouse","19 loyang way , singapore","Ascendas Building",NA,45822,4257,1.45,103.9729292,1.3761348
"95","D22","WEST REGION","TUAS NORTH","Warehouse","20 tuas avenue 1 , singapore","Ascendas Building",NA,78778,7319,1.35,103.6581812,1.3249131
"96","D13","CENTRAL REGION","JOO SENG","Light Industrial","150 kampong ampat , singapore","Ascendas Building",NA,4166,387,3.5,103.8836791,1.3350249
"97","D22","WEST REGION","TOH GUAN","Light Industrial","10 toh guan , singapore","Ascendas Building","Freehold",3988,370,3.8,103.7482854,1.3322089
"98","D16","EAST REGION","XILIN","Warehouse","9 changi south street 3 , singapore","Ascendas Building",NA,28386,2637,1.6,103.9675181,1.3283224
"99","D16","EAST REGION","XILIN","Warehouse","21 changi south avenue 2 , singapore","Ascendas Building",NA,39931,3710,1.6,103.9667827,1.332049
"100","D22","WEST REGION","TUAS NORTH","Factory / Workshop","20 tuas avenue 1 , singapore","Ascendas Building","Unknown Tenure",147587,13711,1.35,103.6581812,1.3249131
"101","D16","EAST REGION","XILIN","Warehouse","7 changi south street 2 , singapore","Ascendas Building",NA,27115,2519,1.9,103.9636196,1.3301738
"102","D27","NORTH REGION","SENOKO SOUTH","Light Industrial","2 senoko south , singapore","Ascendas Building",NA,17058,1585,1.8,103.8049834,1.4592466
"103","D17","EAST REGION","CHANGI AIRPORT","Warehouse","71 alps avenue , singapore","Ascendas Building",NA,1779,165,1.5,104.0023862,1.3779632
"104","D22","WEST REGION","TUAS NORTH","Warehouse","20 tuas avenue 1 , singapore","Ascendas Building",NA,39338,3655,1.35,103.6581812,1.3249131
"105","D27","NORTH REGION","SENOKO NORTH","Light Industrial","1 senoko avenue , singapore","Ascendas Building","30-year Leasehold",11079,1029,2.7,103.8113018,1.4644229
"106","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","80 bendemeer , singapore","Ascendas Building",NA,21851,2030,5.1,103.8632057,1.316853
"107","D22","WEST REGION","BENOI SECTOR","Warehouse","15 pioneer walk , singapore","Ascendas Building",NA,95947,8914,1.7,103.695253,1.3218215
"108","D16","EAST REGION","XILIN","Warehouse","21 changi south avenue 2 , singapore","Ascendas Building",NA,39930,3710,1.6,103.9667827,1.332049
"109","D22","WEST REGION","TUAS NORTH","Warehouse","20 tuas avenue 1 , singapore","Ascendas Building",NA,68809,6393,1.35,103.6581812,1.3249131
"110","D16","EAST REGION","XILIN","Business / Science Park","1 changi business park central 1 , singapore","Ascendas Building",NA,6249,581,5.5,103.9625317,1.3335454
"111","D19","NORTH-EAST REGION","TAI SENG","Factory / Workshop","3 tai seng drive , singapore","Ascendas Building",NA,26619,2473,1.8,103.8925591,1.3379014
"112","D19","NORTH-EAST REGION","TAI SENG","Factory / Workshop","3 tai seng drive , singapore","Ascendas Building",NA,9828,913,1.8,103.8925591,1.3379014
"113","D25","NORTH REGION","SENOKO SOUTH","Light Industrial","11 woodlands terrace , singapore","Ascendas Building",NA,31420,2919,2.5,103.80777,1.4524756
"114","D20","NORTH-EAST REGION","CHONG BOON","Light Industrial","ang mo kio avenue 10 , singapore","Ascendas Building",NA,617,57,2.75,103.856596,1.366942
"115","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","media circle , singapore","Ascendas Building","60-year Leasehold",1505,140,4.7,103.7942115,1.2934686
"116","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","biopolis , singapore","Ascendas Building",NA,1359,126,6.5,103.7922354,1.303835
"117","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","biopolis , singapore","Ascendas Building",NA,2763,257,4.95,103.7922354,1.303835
"118","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","fusionopolis place , singapore","Ascendas Building",NA,401,37,6.48,103.7876852,1.3001843
"119","D05","CENTRAL REGION","KENT RIDGE","Business / Science Park","science park drive singapore science park 1 , singapore","Ascendas Building",NA,876,81,4.5,103.7847434,1.2919116
"120","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","media circle , singapore","Ascendas Building","60-year Leasehold",1904,177,5,103.7942115,1.2934686
"121","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","fusionopolis place , singapore","Ascendas Building",NA,400,37,6.5,103.7876852,1.3001843
"122","D05","CENTRAL REGION","KENT RIDGE","Business / Science Park","science park drive , singapore","Ascendas Building",NA,28022,2603,6.5,103.7886165,1.2904844
"123","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","biopolis , singapore","Ascendas Building",NA,3491,324,6.5,103.7922354,1.303835
"124","D19","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","53 53 serangoon north ave 4 , singapore","Ascendas Building",NA,15633,1452,2.5,103.8748026,1.3765168
"125","D20","NORTH-EAST REGION","CHONG BOON","Light Industrial","ang mo kio avenue 10 , singapore","Ascendas Building",NA,2098,195,1.8,103.856596,1.366942
"126","D20","NORTH-EAST REGION","KEBUN BAHRU","Light Industrial","ang mo kio avenue 5 , singapore","Ascendas Building","60-year Leasehold",2486,231,1.9,103.8559363,1.3759715
"127","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","fusionopolis place , singapore","Ascendas Building",NA,765,71,6.54,103.7876852,1.3001843
"128","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","biopolis , singapore","Ascendas Building",NA,2717,252,4.95,103.7922354,1.303835
"129","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","media circle , singapore","Ascendas Building","60-year Leasehold",3077,286,5.2,103.7942115,1.2934686
"130","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","fusionopolis place , singapore","Ascendas Building","60-year Leasehold",589,55,6.45,103.7876852,1.3001843
"131","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","biopolis , singapore","Ascendas Building",NA,8136,756,4.95,103.7922354,1.303835
"132","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","media circle , singapore","Ascendas Building","60-year Leasehold",4005,372,5.2,103.7942115,1.2934686
"133","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","fusionopolis place , singapore","Ascendas Building",NA,578,54,6.57,103.7876852,1.3001843
"134","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","fusionopolis place , singapore","Ascendas Building",NA,588,55,6.46,103.7876852,1.3001843
"135","D05","CENTRAL REGION","KENT RIDGE","Business / Science Park","science park drvie , singapore","Ascendas Building",NA,45290,4208,6.5,103.7886165,1.2904844
"136","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","biopolis , singapore","Ascendas Building",NA,5892,547,4.95,103.7922354,1.303835
"137","D20","NORTH-EAST REGION","KEBUN BAHRU","Light Industrial","ang mo kio avenue 5 , singapore","Ascendas Building",NA,1800,167,1.8,103.8559363,1.3759715
"138","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","jalan kilang , singapore","Ascendas Building",NA,5081,472,3.55,103.8092555,1.2855074
"139","D20","NORTH-EAST REGION","KEBUN BAHRU","Light Industrial","ang mo kio avenue 5 , singapore","Ascendas Building",NA,3950,367,1.8,103.8559363,1.3759715
"140","D16","EAST REGION","SIMEI","Warehouse","changi south lane , singapore","Ascendas Building",NA,7998,743,2.1,103.9517749,1.3331492
"141","D13","CENTRAL REGION","SENNETT","Light Industrial","macpherson road , singapore","Ascendas Building",NA,3401,316,3.7,103.8789855,1.3312078
"142","D22","WEST REGION","TUAS VIEW EXTENSION","Factory / Workshop","5 tuas south street 10 , singapore","Non-Ascendas Building","30-year Leasehold",80000,7432,1.7,103.6333772,1.2757269
"143","D22","WEST REGION","TUAS VIEW EXTENSION","Factory / Workshop","5 tuas south street 8 , singapore","Non-Ascendas Building","30-year Leasehold",40000,3716,1.8,103.6335598,1.2774148
"144","D22","WEST REGION","GUL CIRCLE","Factory / Workshop","50 gul crescent , singapore","Non-Ascendas Building","60-year Leasehold",10120,940,1.28,103.660948,1.316466
"145","D22","WEST REGION","BENOI SECTOR","Factory / Workshop","40 benoi road , singapore","Non-Ascendas Building","60-year Leasehold",9000,836,1.72,103.6788793,1.31885
"146","D22","WEST REGION","CHIN BEE","Warehouse","13 chin bee avenue , singapore","Non-Ascendas Building","60-year Leasehold",7500,697,1.5,103.7138736,1.3338331
"147","D22","WEST REGION","TUAS VIEW","Factory / Workshop","31 tuas south street 5 , singapore","Non-Ascendas Building","60-year Leasehold",15000,1394,1.25,103.625347,1.292833
"148","D22","WEST REGION","TUKANG","Factory / Workshop","international road , singapore","Non-Ascendas Building","30-year Leasehold",12500,1161,1.34,103.7005789,1.3276948
"149","D22","WEST REGION","GUL BASIN","Factory / Workshop","gul road , singapore","Non-Ascendas Building","60-year Leasehold",53000,4924,1.3,103.6676743,1.2991303
"150","D22","WEST REGION","BENOI SECTOR","Factory / Workshop","pioneer road , singapore","Non-Ascendas Building","60-year Leasehold",23000,2137,1.74,103.6579021,1.3126049
"151","D22","WEST REGION","BENOI SECTOR","Warehouse","pioneer road , singapore","Non-Ascendas Building",NA,25000,2323,1.6,103.6579021,1.3126049
"152","D22","WEST REGION","BENOI SECTOR","Factory / Workshop","pioneer road , singapore","Non-Ascendas Building","30-year Leasehold",20970,1948,1.43,103.6579021,1.3126049
"153","D22","WEST REGION","TUAS NORTH","Factory / Workshop","tuas avenue 4 , singapore","Non-Ascendas Building","60-year Leasehold",18520,1721,1.73,103.6512958,1.3250363
"154","D19","NORTH-EAST REGION","DEFU INDUSTRIAL PARK","Factory / Workshop","defu lane 1 , singapore","Non-Ascendas Building","30-year Leasehold",20000,1858,1.5,103.9009826,1.3611206
"155","D22","WEST REGION","PENJURU CRESCENT","Factory / Workshop","penjuru lane , singapore","Non-Ascendas Building","30-year Leasehold",60000,5574,1.2,103.7342221,1.3090448
"156","D22","WEST REGION","JURONG RIVER","Factory / Workshop","penjuru place , singapore","Non-Ascendas Building","30-year Leasehold",30000,2787,1.2,103.7331055,1.3155382
"157","D22","WEST REGION","BENOI SECTOR","Factory / Workshop","pioneer road , singapore","Non-Ascendas Building","60-year Leasehold",13041,1212,1.2,103.6579021,1.3126049
"158","D22","WEST REGION","JURONG RIVER","Warehouse","buroh lane , singapore","Non-Ascendas Building","30-year Leasehold",74000,6875,1.6,103.7234704,1.3151808
"159","D22","WEST REGION","TUKANG","Factory / Workshop","chin bee road , singapore","Non-Ascendas Building","Unknown Tenure",8500,790,1.76,103.7127583,1.3297395
"160","D22","WEST REGION","TUAS VIEW","Factory / Workshop","tuas south street 5 , singapore","Non-Ascendas Building","Unknown Tenure",25000,2323,1.63,103.6242145,1.2957046
"161","D22","WEST REGION","BENOI SECTOR","Warehouse","pioneer road , singapore","Non-Ascendas Building",NA,40000,3716,1.6,103.6579021,1.3126049
"162","D22","WEST REGION","BENOI SECTOR","Factory / Workshop","pioneer road , singapore","Non-Ascendas Building",NA,7100,660,1.55,103.6579021,1.3126049
"163","D22","WEST REGION","TUAS BAY","Warehouse","tuas road , singapore","Non-Ascendas Building","30-year Leasehold",68178,6334,1.2,103.6578061,1.3170496
"164","D22","WEST REGION","TUAS VIEW","Warehouse","tuas view , singapore","Non-Ascendas Building","60-year Leasehold",31434,2920,1.27,103.6257365,1.3138196
"165","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","10 ubi crescent , singapore","Non-Ascendas Building","Unknown Tenure",2250,209,2.13,103.896365,1.3264632
"166","D02","CENTRAL REGION","TANJONG PAGAR","Office","10 anson road , singapore","Non-Ascendas Building","99-year Leasehold",980,91,7,103.8458098,1.2756998
"167","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,2539,236,8.59,103.8591712,1.2957308
"168","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,2600,242,8.46,103.8591712,1.2957308
"169","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,1970,183,8.5,103.8591712,1.2957308
"170","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,8199,762,8.8,103.8591712,1.2957308
"171","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,2800,260,7.07,103.8591712,1.2957308
"172","D02","CENTRAL REGION","TANJONG PAGAR","Office","10 anson road , singapore","Non-Ascendas Building","99-year Leasehold",1453,135,6.5,103.8458098,1.2756998
"173","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,10237,951,8,103.8591712,1.2957308
"174","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,2000,186,9.5,103.8591712,1.2957308
"175","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,10463,972,9.56,103.8591712,1.2957308
"176","D01","CENTRAL REGION","MARINA CENTRE","Office","9 temasek boulevard , singapore","Non-Ascendas Building",NA,14123,1312,9,103.8591712,1.2957308
"177","D02","CENTRAL REGION","TANJONG PAGAR","Office","10 anson road , singapore","Non-Ascendas Building","99-year Leasehold",220,20,5.68,103.8458098,1.2756998
"178","D01","CENTRAL REGION","CECIL","Office","80 robinson road , singapore","Non-Ascendas Building","99-year Leasehold",11194,1040,7.5,103.8492068,1.2800305
"179","D01","CENTRAL REGION","RAFFLES PLACE","Office","50 raffles place , singapore","Non-Ascendas Building",NA,4391,408,10.5,103.8519923,1.2847487
"180","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,1733,161,11.5,103.8510616,1.284358
"181","D01","CENTRAL REGION","CECIL","Office","36 robinson road , singapore","Non-Ascendas Building",NA,3315,308,7.8,103.850022,1.2812688
"182","D01","CENTRAL REGION","CHINA SQUARE","Office","18 cross street , singapore","Non-Ascendas Building",NA,2563,238,9,103.8470853,1.2835867
"183","D01","CENTRAL REGION","RAFFLES PLACE","Office","16 raffles quay , singapore","Non-Ascendas Building",NA,5500,511,8.5,103.8510185,1.2814095
"184","D02","CENTRAL REGION","ANSON","Office","19 keppel road , singapore","Non-Ascendas Building",NA,3660,340,5.5,103.8423879,1.2729624
"185","D02","CENTRAL REGION","ANSON","Office","19 keppel road , singapore","Non-Ascendas Building",NA,650,60,5.5,103.8423879,1.2729624
"186","D01","CENTRAL REGION","MARINA CENTRE","Office","3 temasek avenue , singapore","Non-Ascendas Building",NA,6000,557,12.8,103.8603543,1.2933784
"187","D01","CENTRAL REGION","RAFFLES PLACE","Office","1 raffles place , singapore","Non-Ascendas Building",NA,4876,453,11.48,103.8510616,1.284358
"188","D01","CENTRAL REGION","MARINA CENTRE","Office","1 temasek avenue , singapore","Non-Ascendas Building",NA,4359,405,13.8,103.8606995,1.2931797
"189","D01","CENTRAL REGION","RAFFLES PLACE","Office","50 raffles place , singapore","Non-Ascendas Building",NA,1288,120,10.5,103.8519923,1.2847487
"190","D01","CENTRAL REGION","CHINA SQUARE","Office","18 cross street , singapore","Non-Ascendas Building",NA,5393,501,8,103.8470853,1.2835867
"191","D01","CENTRAL REGION","RAFFLES PLACE","Office","battery road , singapore","Non-Ascendas Building","999-year Leasehold",2900,269,10,103.8517903,1.2850967
"192","D08","CENTRAL REGION","SUNGEI ROAD","Office","10 jalan besar , singapore","Non-Ascendas Building","Freehold",347,32,3.5,103.8547385,1.3037602
"193","D08","CENTRAL REGION","SUNGEI ROAD","Office","10 jalan besar , singapore","Non-Ascendas Building","Freehold",1100,102,4.36,103.8547385,1.3037602
"194","D07","CENTRAL REGION","CRAWFORD","Office","7500 beach road , singapore","Non-Ascendas Building","99-year Leasehold",830,77,4.82,103.8606655,1.2998042
"195","D01","CENTRAL REGION","PEARL'S HILL","Office","101 upper cross street , singapore","Non-Ascendas Building","99-year Leasehold",500,46,4,103.8440022,1.2857964
"196","D07","CENTRAL REGION","BUGIS","Office","middle road , singapore","Non-Ascendas Building",NA,1375,128,4.51,103.8538892,1.298544
"197","D07","CENTRAL REGION","BUGIS","Office","middle road , singapore","Non-Ascendas Building",NA,3692,343,4,103.8538892,1.298544
"198","D07","CENTRAL REGION","BUGIS","Office","middle road , singapore","Non-Ascendas Building",NA,2658,247,4,103.8538892,1.298544
"199","D07","CENTRAL REGION","BUGIS","Office","middle road , singapore","Non-Ascendas Building",NA,1972,183,4,103.8538892,1.298544
"200","D14","CENTRAL REGION","BOON KENG","Office","sim ave , singapore","Non-Ascendas Building",NA,1100,102,2.55,103.887811,1.3160559
"201","D07","CENTRAL REGION","BUGIS","Office","middle road , singapore","Non-Ascendas Building",NA,8321,773,4,103.8538892,1.298544
"202","D07","CENTRAL REGION","BENCOOLEN","Office","bencoolen street , singapore","Non-Ascendas Building",NA,600,56,4,103.8512344,1.2999722
"203","D07","CENTRAL REGION","BUGIS","Office","purvis street , singapore","Non-Ascendas Building",NA,948,88,4.01,103.8555958,1.2961941
"204","D20","CENTRAL REGION","UPPER THOMSON","Light Industrial","18 sin ming lane , singapore","Non-Ascendas Building","60-year Leasehold",1292,120,1.93,103.8340972,1.3586404
"205","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",635,59,2.68,103.8757058,1.3775442
"206","D20","CENTRAL REGION","UPPER THOMSON","Light Industrial","18 sin ming lane , singapore","Non-Ascendas Building","60-year Leasehold",1292,120,2.01,103.8340972,1.3586404
"207","D20","CENTRAL REGION","MARYMOUNT","Light Industrial","3 pemimpin drive , singapore","Non-Ascendas Building",NA,200,19,4.85,103.8423701,1.3522412
"208","D20","CENTRAL REGION","UPPER THOMSON","Light Industrial","22 sin ming lane , singapore","Non-Ascendas Building","60-year Leasehold",1400,130,2.14,103.8336641,1.3584677
"209","D09","CENTRAL REGION","BOULEVARD","Office","302 orchard road , singapore","Non-Ascendas Building","Freehold",3000,279,9,103.8348476,1.3040511
"210","D09","CENTRAL REGION","BOULEVARD","Office","302 orchard road , singapore","Non-Ascendas Building","Freehold",1500,139,9,103.8348476,1.3040511
"211","D14","EAST REGION","KAKI BUKIT","Factory / Workshop","1 kaki bukit road 1 , singapore","Non-Ascendas Building","Unknown Tenure",2142,199,2.1,103.9018151,1.3330524
"212","D10","CENTRAL REGION","TANGLIN","Office","1 tanglin road , singapore","Non-Ascendas Building","30-year Leasehold",2692,250,7,103.8276943,1.3066594
"213","D10","CENTRAL REGION","TANGLIN","Office","1 tanglin road , singapore","Non-Ascendas Building","30-year Leasehold",431,40,7.2,103.8276943,1.3066594
"214","D01","CENTRAL REGION","CLARKE QUAY","Office","20 havelock road , singapore","Non-Ascendas Building",NA,97,9,6.7,103.8432735,1.2882882
"215","D01","CENTRAL REGION","CHINATOWN","Office","20 maxwell road , singapore","Non-Ascendas Building","99-year Leasehold",270,25,7.04,103.8447685,1.2792559
"216","D14","EAST REGION","KAKI BUKIT","Office","60 kaki bukit place , singapore","Non-Ascendas Building","Unknown Tenure",710,66,2.75,103.904849,1.3345233
"217","D20","CENTRAL REGION","MARYMOUNT","Office","35 jalan pemimpin , singapore","Non-Ascendas Building","Unknown Tenure",440,41,3.18,103.8406047,1.3494457
"218","D22","WEST REGION","TOH TUCK","Factory / Workshop","21 toh guan road east , singapore","Non-Ascendas Building","Unknown Tenure",85,8,9.41,103.7547136,1.3375285
"219","D22","WEST REGION","TOH TUCK","Office","21 toh guan road east , singapore","Non-Ascendas Building","Unknown Tenure",150,14,4.67,103.7547136,1.3375285
"220","D27","NORTH REGION","YISHUN EAST","Office","yishun , singapore","Non-Ascendas Building",NA,72,7,7.64,103.8353628,1.430368
"221","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","29 media circle , singapore","Ascendas Building","Unknown Tenure",15000,1394,5,103.7934252,1.2938457
"222","D27","NORTH REGION","SEMBAWANG NORTH","Light Industrial","8 admiralty street , singapore","Non-Ascendas Building",NA,4000,372,2,103.8160974,1.4625623
"223","D05","CENTRAL REGION","ONE NORTH","Business / Science Park","29 media circle , singapore","Ascendas Building","Unknown Tenure",1000,93,2.7,103.7934252,1.2938457
"224","D27","NORTH REGION","SEMBAWANG NORTH","Light Industrial","8 admiralty street , singapore","Non-Ascendas Building",NA,30000,2787,2,103.8160974,1.4625623
"225","D27","NORTH REGION","SEMBAWANG NORTH","Light Industrial","8 admiralty street , singapore","Non-Ascendas Building",NA,18000,1672,2,103.8160974,1.4625623
"226","D27","NORTH REGION","SEMBAWANG NORTH","Light Industrial","8 admiralty street , singapore","Non-Ascendas Building",NA,8000,743,2,103.8160974,1.4625623
"227","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","10 jalan kilang , singapore","Non-Ascendas Building","Unknown Tenure",3390,315,3.8,103.8096313,1.2856597
"228","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","315 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",3949,367,3.8,103.8065021,1.2887841
"229","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","315 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",7524,699,3.8,103.8065021,1.2887841
"230","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","10 jalan kilang , singapore","Non-Ascendas Building","Unknown Tenure",1044,97,3.8,103.8096313,1.2856597
"231","D05","CENTRAL REGION","ONE NORTH","Office","9 north buona vista drive , singapore","Non-Ascendas Building","Unknown Tenure",27739,2577,1.35,103.7918068,1.3057338
"232","D02","CENTRAL REGION","TANJONG PAGAR","Office","70 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",506,47,6.8,103.846216,1.2739069
"233","D01","CENTRAL REGION","RAFFLES PLACE","Office","80 raffles place , singapore","Non-Ascendas Building",NA,5533,514,10.5,103.8507043,1.2854707
"234","D01","CENTRAL REGION","TANJONG PAGAR","Office","8 shenton way , singapore","Non-Ascendas Building",NA,1585,147,8,103.8474403,1.2761294
"235","D03","CENTRAL REGION","PEARL'S HILL","Office","171 chin swee road , singapore","Non-Ascendas Building","99-year Leasehold",484,45,5.5,103.8401485,1.2868797
"236","D06","CENTRAL REGION","CITY HALL","Office","1 coleman street , singapore","Non-Ascendas Building","999-year Leasehold",2121,197,7.2,103.8512472,1.2913131
"237","D01","CENTRAL REGION","CECIL","Office","6 shenton way , singapore","Non-Ascendas Building","Unknown Tenure",431,40,8.8,103.8490529,1.2782034
"238","D01","CENTRAL REGION","CECIL","Office","6 shenton way , singapore","Non-Ascendas Building","Unknown Tenure",237,22,8.8,103.8490529,1.2782034
