District,Region,Subzone,Property Type,address,Ascendas_Building,lease,sqft,sqm,psf
D13,CENTRAL REGION,JOO SENG,Light Industrial,1 irving place,Non-Ascendas Building,60-year Leasehold ,431,40,4.41
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,1690,157,7.1
D04,CENTRAL REGION,MARITIME SQUARE,Office,52 telok blangah road,Non-Ascendas Building,Freehold ,1806,168,4.87
D27,NORTH REGION,SENOKO WEST,Factory / Workshop,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,2066,192,1.45
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,62 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1893,176,1.58
D12,CENTRAL REGION,PEI CHUN,Light Industrial,1003 toa payoh industrial park,Non-Ascendas Building,Freehold ,1100,102,1.91
D20,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,7030 ang mo kio avenue 5,Non-Ascendas Building,60-year Leasehold ,1873,174,1.92
D20,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,7030 ang mo kio avenue 5,Non-Ascendas Building,60-year Leasehold ,1152,107,1.61
D02,CENTRAL REGION,ANSON,Office,171 tras st,Non-Ascendas Building,Freehold ,5000,465,3.4
D23,WEST REGION,BUKIT BATOK SOUTH,Warehouse,9 bukit batok street 22,Non-Ascendas Building,60-year Leasehold ,200,19,1.9
D22,WEST REGION,TUKANG,Warehouse,10 chia ping road,Non-Ascendas Building,60-year Leasehold ,20000,1858,1.1
D22,WEST REGION,TUKANG,Warehouse,10 chia ping road,Non-Ascendas Building,60-year Leasehold ,300,28,1.5
D25,NORTH REGION,WOODLANDS REGIONAL CENTRE,Warehouse,26 riverside road,Non-Ascendas Building,60-year Leasehold ,220,20,1.82
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1033,96,5.32
D22,WEST REGION,TOH TUCK,Factory / Workshop,21 toh guan road east,Non-Ascendas Building,Unknown Tenure ,3659,340,1.78
D25,NORTH REGION,WOODLANDS REGIONAL CENTRE,Warehouse,26 riverside road,Non-Ascendas Building,60-year Leasehold ,500,46,1.5
D20,CENTRAL REGION,UPPER THOMSON,Light Industrial,159 sin ming road,Non-Ascendas Building,Unknown Tenure ,740,69,2.97
D22,WEST REGION,TOH TUCK,Light Industrial,7 toh guan road east,Non-Ascendas Building,,1800,167,2.17
D15,CENTRAL REGION,GEYLANG EAST,Office,joo chiat road,Non-Ascendas Building,Freehold ,2000,186,2.5
D12,CENTRAL REGION,BALESTIER,Light Industrial,30 lorong ampas,Non-Ascendas Building,Unknown Tenure ,2583,240,1.74
D12,CENTRAL REGION,LAVENDER,Office,161 lavender street,Non-Ascendas Building,,350,33,5.51
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,1030,96,8.54
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,1411,131,5.32
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,62 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1012,94,2.42
D03,CENTRAL REGION,BUKIT MERAH,Office,165 bukit merah central,Non-Ascendas Building,99-year Leasehold ,350,33,6.57
D01,CENTRAL REGION,PHILLIP,Office,65 chulia street,Non-Ascendas Building,,2619,243,8
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,338,31,14.79
D01,CENTRAL REGION,CLARKE QUAY,Office,20 havelock road,Non-Ascendas Building,,183,17,15.3
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,4800,446,9
D06,CENTRAL REGION,CITY HALL,Office,1 coleman street,Non-Ascendas Building,999-year Leasehold ,360,33,5.83
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1259,117,4.61
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,1023,95,7.33
D13,CENTRAL REGION,JOO SENG,Light Industrial,16 shaw road,Non-Ascendas Building,Unknown Tenure ,614,57,1.95
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,506,47,7.11
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1259,117,6.5
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,kaki bukit crecent,Non-Ascendas Building,,4000,372,2.45
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,kaki bukit crescent,Non-Ascendas Building,,15500,1440,1.68
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,50 ubi avenue 3,Non-Ascendas Building,,3400,316,1.18
D17,EAST REGION,CHANGI WEST,Factory / Workshop,15 changi north street 1,Non-Ascendas Building,30-year Leasehold ,6652,618,1.19
D22,WEST REGION,TUAS PROMENADE,Factory / Workshop,tuas south avenue 1,Non-Ascendas Building,,37620,3495,0.8
D07,CENTRAL REGION,BUGIS,Office,21 tan quee lan street,Non-Ascendas Building,999-year Leasehold ,979,91,3.88
D01,CENTRAL REGION,CHINATOWN,Office,00 pagoda street,Non-Ascendas Building,99-year Leasehold ,1000,93,3.8
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,180 paya lebar road,Non-Ascendas Building,Unknown Tenure ,2518,234,1.79
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1701,158,6.47
D25,NORTH REGION,GALI BATU,Factory / Workshop,31 mandai estate,Non-Ascendas Building,Freehold ,2992,278,1.5
D25,NORTH REGION,GALI BATU,Factory / Workshop,31 mandai estate,Non-Ascendas Building,Freehold ,1561,145,1.5
D22,WEST REGION,TUAS VIEW,Warehouse,tuas view walk 2,Non-Ascendas Building,,7800,725,1.2
D07,CENTRAL REGION,BUGIS,Office,41 middle road,Non-Ascendas Building,999-year Leasehold ,1119,104,3.49
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1259,117,6.35
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,62 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1023,95,1.96
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,62 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1022,95,1.96
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,51 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,300,28,2.5
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,51 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,119,11,3.78
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,51 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,1100,102,3.27
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,51 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,1400,130,1.79
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,51 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,800,74,1.81
D12,CENTRAL REGION,KALLANG BAHRU,Factory / Workshop,kallang place,Non-Ascendas Building,,3500,325,1.49
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,kallang place,Non-Ascendas Building,,4500,418,1.38
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,201 henderson road singapore,Non-Ascendas Building,Freehold ,2723,253,2.6
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,2100,195,1.52
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,8 ubi road 2,Non-Ascendas Building,60-year Leasehold ,818,76,2.81
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,1044,97,2.87
D09,CENTRAL REGION,BOULEVARD,Office,545 orchard road,Non-Ascendas Building,999-year Leasehold ,330,31,6.67
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,764,71,3.53
D27,NORTH REGION,SENOKO WEST,Light Industrial,280 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1906,177,2.2
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,21 woodlands close singapore,Non-Ascendas Building,60-year Leasehold ,200,19,4.99
D23,WEST REGION,BUKIT BATOK SOUTH,Office,51 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,123,11,5
D23,WEST REGION,BUKIT BATOK SOUTH,Office,51 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,123,11,5.04
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,49 kaki bukit place,Non-Ascendas Building,Unknown Tenure ,2200,204,1.86
D14,EAST REGION,KAKI BUKIT,Office,49 kaki bukit place,Non-Ascendas Building,Unknown Tenure ,2200,204,1.86
D01,CENTRAL REGION,CECIL,Office,143 cecil street,Non-Ascendas Building,99-year Leasehold ,3400,316,6
D12,CENTRAL REGION,BRADDELL,Light Industrial,11 lorong 3 toa payoh,Non-Ascendas Building,,24800,2304,3.3
D12,CENTRAL REGION,BRADDELL,Light Industrial,11 lorong 3 toa payoh,Non-Ascendas Building,,11087,1030,3
D22,WEST REGION,TUAS BAY,Factory / Workshop,1 tuas loop,Non-Ascendas Building,Unknown Tenure ,34747,3228,1.4
D22,WEST REGION,SHIPYARD,Light Industrial,20 pioneer crescent,Non-Ascendas Building,Unknown Tenure ,44500,4134,1.5
D16,EAST REGION,XILIN,Business / Science Park,15a changi business park central 1,Ascendas Building,Unknown Tenure ,12830,1192,4.19
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,2 2 bukit batok street 23,Non-Ascendas Building,Freehold ,4552,423,3.73
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,2 2 bukit batok street 23,Non-Ascendas Building,Freehold ,35852,3331,1.7
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,2 2 bukit batok street 23,Non-Ascendas Building,Freehold ,8980,834,2.2
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,194,18,7.73
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,16 tannery lane,Non-Ascendas Building,,3020,281,2.65
D01,CENTRAL REGION,BOAT QUAY,Office,lorong telok,Non-Ascendas Building,Freehold ,1100,102,3.91
D18,EAST REGION,TAMPINES NORTH,Factory / Workshop,1 tampines north drive 1,Non-Ascendas Building,Unknown Tenure ,2422,225,1.65
D08,CENTRAL REGION,FARRER PARK,Office,672b klang lane,Non-Ascendas Building,99-year Leasehold ,100,9,4.99
D08,CENTRAL REGION,FARRER PARK,Office,672b klang lane,Non-Ascendas Building,99-year Leasehold ,500,46,3
D08,CENTRAL REGION,SUNGEI ROAD,Office,10 jalan besar,Non-Ascendas Building,Freehold ,300,28,4
D01,CENTRAL REGION,CECIL,Office,105 cecil street,Non-Ascendas Building,Freehold ,2293,213,6
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,57 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,1195,111,2.51
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio street 62,Non-Ascendas Building,60-year Leasehold ,2153,200,1.95
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,8 jalan kilang timor,Non-Ascendas Building,,4295,399,2.5
D05,WEST REGION,PANDAN,Factory / Workshop,194 pandan loop,Non-Ascendas Building,Unknown Tenure ,1206,112,1.62
D01,CENTRAL REGION,RAFFLES PLACE,Office,11 collyer quay,Non-Ascendas Building,99-year Leasehold ,240,22,14.58
D06,CENTRAL REGION,CITY HALL,Office,1 north bridge road,Non-Ascendas Building,,786,73,4.79
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,114 lavender street,Non-Ascendas Building,99-year Leasehold ,958,89,2.92
D05,WEST REGION,TOH TUCK,Factory / Workshop,1 clementi loop,Non-Ascendas Building,,1507,140,1.65
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,14 arumugam road,Non-Ascendas Building,,980,91,2.35
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,16 arumugam road,Non-Ascendas Building,,3595,334,2.7
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,10 arumugam road,Non-Ascendas Building,,5418,503,2.6
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,14 arumugam road,Non-Ascendas Building,,4304,400,2.3
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,16 arumugam road,Non-Ascendas Building,,7886,733,2.6
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,12 arumugam road,Non-Ascendas Building,,635,59,2.76
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,14 arumugam road,Non-Ascendas Building,,3453,321,3.42
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,14 arumugam road,Non-Ascendas Building,,754,70,2.4
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,16 arumugam road,Non-Ascendas Building,,2885,268,2.7
D09,CENTRAL REGION,SELEGIE,Office,1 sophia road,Non-Ascendas Building,Unknown Tenure ,320,30,3.91
D03,CENTRAL REGION,KAMPONG TIONG BAHRU,Light Industrial,120 lower delta road,Non-Ascendas Building,,4392,408,3.42
D11,CENTRAL REGION,MOULMEIN,Office,51 goldhill plaza,Non-Ascendas Building,999-year Leasehold ,1500,139,4.8
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,1463,136,5.67
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,710,66,5.63
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,6000,557,7.5
D02,CENTRAL REGION,CHINATOWN,Office,120 neil road,Non-Ascendas Building,,2100,195,9.52
D02,CENTRAL REGION,CHINATOWN,Office,53 tras street,Non-Ascendas Building,,1260,117,4.76
D20,CENTRAL REGION,UPPER THOMSON,Office,159 sin ming road,Non-Ascendas Building,Unknown Tenure ,13588,1262,1.7
D15,CENTRAL REGION,MARINE PARADE,Office,86 marine parade central,Non-Ascendas Building,99-year Leasehold ,450,42,3.78
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,2196,204,2.82
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,1100,102,6.5
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,1800,167,6.11
D14,CENTRAL REGION,ALJUNIED,Office,231 mountbatten road,Non-Ascendas Building,99-year Leasehold ,7700,715,2.57
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,770,72,6.49
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,9500,883,6
D12,CENTRAL REGION,LORONG 8 TOA PAYOH,Light Industrial,13 lorong 8 toa payoh,Non-Ascendas Building,,180,17,3.89
D14,CENTRAL REGION,ALJUNIED,Light Industrial,8 aljunied avenue 3,Non-Ascendas Building,Unknown Tenure ,40000,3716,3
D14,CENTRAL REGION,ALJUNIED,Light Industrial,701 sims drive,Non-Ascendas Building,,3153,293,1.9
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,2 kaki bukit view,Non-Ascendas Building,,3383,314,2.39
D14,CENTRAL REGION,KALLANG WAY,Light Industrial,627a aljunied road,Non-Ascendas Building,Freehold ,826,77,2.6
D02,CENTRAL REGION,ANSON,Office,165 tanjong pagar road,Non-Ascendas Building,99-year Leasehold ,1600,149,7
D09,CENTRAL REGION,BOULEVARD,Office,302 orchard road,Non-Ascendas Building,Freehold ,1500,139,9
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,24789,2303,6
D05,CENTRAL REGION,PASIR PANJANG 2,Office,20 pasir panjang road,Non-Ascendas Building,Unknown Tenure ,34267,3183,6
D14,CENTRAL REGION,GEYLANG EAST,Office,10 eunos road 8,Non-Ascendas Building,Unknown Tenure ,4193,390,6.5
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,114 lavender street,Non-Ascendas Building,99-year Leasehold ,4413,410,4.5
D04,CENTRAL REGION,MARITIME SQUARE,Office,2 harbourfront place,Non-Ascendas Building,,14101,1310,6
D22,WEST REGION,LAKESIDE,Office,10 science centre road,Non-Ascendas Building,,7842,729,5
D09,CENTRAL REGION,NEWTON CIRCUS,Office,47 scotts road,Non-Ascendas Building,,9343,868,8
D05,CENTRAL REGION,PASIR PANJANG 2,Office,456 alexandra road,Non-Ascendas Building,Unknown Tenure ,8847,822,6.2
D05,CENTRAL REGION,TELOK BLANGAH DRIVE,Office,991 alexandra road,Non-Ascendas Building,Unknown Tenure ,8923,829,4.5
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,9372,871,6
D02,CENTRAL REGION,EVERTON PARK,Office,10 raeburn park,Non-Ascendas Building,30-year Leasehold ,9600,892,4.3
D01,CENTRAL REGION,CECIL,Office,18 robinson road ,Non-Ascendas Building,,8800,818,12
D01,CENTRAL REGION,MARINA CENTRE,Office,3 temasek avenue,Non-Ascendas Building,,5167,480,13.5
D09,CENTRAL REGION,DHOBY GHAUT,Office,9 penang road,Non-Ascendas Building,Unknown Tenure ,24000,2230,12
D01,CENTRAL REGION,CECIL,Office,158 cecil street,Non-Ascendas Building,99-year Leasehold ,7180,667,8.2
D06,CENTRAL REGION,CITY HALL,Office,109 north bridge road,Non-Ascendas Building,,10000,929,7
D07,CENTRAL REGION,BUGIS,Office,230 victoria street,Non-Ascendas Building,,5909,549,8.51
D07,CENTRAL REGION,CITY HALL,Office,beach road ,Non-Ascendas Building,,6219,578,7.88
D12,CENTRAL REGION,BALESTIER,Office,279 balestier road,Non-Ascendas Building,Freehold ,366,34,3.28
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 collyer quay,Non-Ascendas Building,99-year Leasehold ,7000,650,10
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,5016,466,1.1
D06,CENTRAL REGION,CITY HALL,Office,250 north bridge road,Non-Ascendas Building,Unknown Tenure ,4456,414,10
D26,NORTH-EAST REGION,TAGORE,Light Industrial,9 tagore lane,Non-Ascendas Building,Freehold ,3400,316,1.47
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,55 kallang pudding road,Non-Ascendas Building,Freehold ,1756,163,3.99
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,55 kallang pudding road,Non-Ascendas Building,Freehold ,1808,168,2.21
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,4294,399,10.48
D12,CENTRAL REGION,PEI CHUN,Light Industrial,lor 8 toa payoh,Non-Ascendas Building,,6875,639,1.75
D05,CENTRAL REGION,PASIR PANJANG 2,Office,100 pasir panjang road,Non-Ascendas Building,Freehold ,2508,233,2.59
D08,CENTRAL REGION,LAVENDER,Office,808 french road,Non-Ascendas Building,,160,15,6.25
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,39 woodlands close,Non-Ascendas Building,Unknown Tenure ,1711,159,2.45
D25,NORTH REGION,WOODLANDS EAST,Factory / Workshop,39 woodlands close,Non-Ascendas Building,Unknown Tenure ,1711,159,1.69
D25,NORTH REGION,WOODLANDS EAST,Factory / Workshop,39 woodlands close,Non-Ascendas Building,Unknown Tenure ,1711,159,1.75
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,39 woodlands close,Non-Ascendas Building,Unknown Tenure ,1023,95,4.4
D25,NORTH REGION,WOODLANDS EAST,Factory / Workshop,39 woodlands close,Non-Ascendas Building,Unknown Tenure ,2562,238,1.72
D25,NORTH REGION,WOODLANDS EAST,Factory / Workshop,39 woodlands close,Non-Ascendas Building,Unknown Tenure ,1711,159,1.75
D07,CENTRAL REGION,VICTORIA,Office,60 albert street,Non-Ascendas Building,Unknown Tenure ,1528,142,5.3
D07,CENTRAL REGION,VICTORIA,Office,60 albert street,Non-Ascendas Building,Unknown Tenure ,457,42,5.31
D07,CENTRAL REGION,VICTORIA,Office,60 albert street,Non-Ascendas Building,Unknown Tenure ,550,51,5.3
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,9 kaki bukit road 1,Non-Ascendas Building,,1400,130,3.21
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,4784,444,1.25
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2375,221,1.26
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2409,224,1.25
D01,CENTRAL REGION,MARINA CENTRE,Office,1 temasek avenue,Non-Ascendas Building,,1000,93,14.8
D01,CENTRAL REGION,MARINA CENTRE,Office,1 temasek avenue,Non-Ascendas Building,,2000,186,14.8
D01,CENTRAL REGION,MARINA CENTRE,Office,1 temasek avenue,Non-Ascendas Building,,3000,279,13.8
D01,CENTRAL REGION,MARINA CENTRE,Office,1 temasek avenue,Non-Ascendas Building,,4000,372,13.8
D01,CENTRAL REGION,MARINA CENTRE,Office,3 temasek avenue,Non-Ascendas Building,,6000,557,12.8
D03,CENTRAL REGION,BUKIT MERAH,Office,167 jalan bukit merah,Non-Ascendas Building,,2873,267,2.92
D23,WEST REGION,CHOA CHU KANG CENTRAL,Office,choa chu kang avenue 4,Non-Ascendas Building,,2174,202,3.91
D02,CENTRAL REGION,TANJONG PAGAR,Office,10 anson road,Non-Ascendas Building,99-year Leasehold ,312,29,7.53
D06,CENTRAL REGION,CITY HALL,Office,1 north bridge road,Non-Ascendas Building,,786,73,6.36
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,67 ubi road 1,Non-Ascendas Building,60-year Leasehold ,2442,227,2.87
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,3552,330,7.04
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1765,164,5.67
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,66 kallang pudding road,Non-Ascendas Building,,1701,158,3.5
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,113 eunos avenue 3,Non-Ascendas Building,,1258,117,1.99
D10,CENTRAL REGION,TANGLIN,Office,19 tanglin road,Non-Ascendas Building,Freehold ,1701,158,5.9
D01,CENTRAL REGION,RAFFLES PLACE,Office,14 robinson road,Non-Ascendas Building,999-year Leasehold ,700,65,5.5
D18,EAST REGION,TAMPINES EAST,Office,1 tampines central 5,Non-Ascendas Building,,1089,101,7.45
D22,WEST REGION,YUHUA WEST,Office,21 jurong east street,Non-Ascendas Building,,753,70,4.8
D02,CENTRAL REGION,CHINATOWN,Office,tanjong pagar road,Non-Ascendas Building,,620,58,6
D22,WEST REGION,KIAN TECK,Factory / Workshop,7 soon lee street,Non-Ascendas Building,30-year Leasehold ,1733,161,1.5
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,4198,390,3.57
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,614,57,7.33
D20,CENTRAL REGION,MARYMOUNT,Office,35 jalan pemimpin,Non-Ascendas Building,Unknown Tenure ,450,42,3.22
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,850,79,4.71
D01,CENTRAL REGION,CECIL,Office,160 robinson road,Non-Ascendas Building,99-year Leasehold ,753,70,6.97
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,62 ubi road 1,Non-Ascendas Building,60-year Leasehold ,1907,177,2.2
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,180 paya lebar road,Non-Ascendas Building,Unknown Tenure ,1600,149,1.56
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,180 paya lebar road,Non-Ascendas Building,Unknown Tenure ,1000,93,1.4
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,1 bukit batok crescent,Non-Ascendas Building,Unknown Tenure ,2713,252,1.29
D22,WEST REGION,KIAN TECK,Factory / Workshop,3 soon lee street,Non-Ascendas Building,30-year Leasehold ,1324,123,1.74
D01,CENTRAL REGION,CECIL,Office,158 cecil street,Non-Ascendas Building,99-year Leasehold ,7568,703,6.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,3 church street,Non-Ascendas Building,,3445,320,8.25
D01,CENTRAL REGION,RAFFLES PLACE,Office,138 market street,Non-Ascendas Building,99-year Leasehold ,4253,395,10.9
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,7320,680,7
D01,CENTRAL REGION,CECIL,Office,39 robinson road,Non-Ascendas Building,,2200,204,7.9
D01,CENTRAL REGION,CHINATOWN,Office,137 telok ayer street,Non-Ascendas Building,Unknown Tenure ,4149,385,6.9
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,3552,330,7.1
D01,CENTRAL REGION,RAFFLES PLACE,Office,8 cross street,Non-Ascendas Building,,4287,398,8.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,8 cross street,Non-Ascendas Building,,6827,634,8.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 collyer quay,Non-Ascendas Building,99-year Leasehold ,8816,819,7.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,8321,773,8.8
D01,CENTRAL REGION,CECIL,Office,112 robinson road,Non-Ascendas Building,,2228,207,6.2
D01,CENTRAL REGION,CECIL,Office,6 shenton way,Non-Ascendas Building,Unknown Tenure ,2336,217,7.28
D01,CENTRAL REGION,CECIL,Office,146 robinson road,Non-Ascendas Building,99-year Leasehold ,2400,223,5
D01,CENTRAL REGION,CECIL,Office,146 robinson road,Non-Ascendas Building,99-year Leasehold ,3003,279,5
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,9200,855,7.4
D01,CENTRAL REGION,CECIL,Office,6 shenton way,Non-Ascendas Building,Unknown Tenure ,8224,764,7.2
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,5000,465,10.9
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,Unknown Tenure ,4827,448,13
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,8 marina view,Non-Ascendas Building,99-year Leasehold ,10000,929,10
D01,CENTRAL REGION,CECIL,Office,150 cecil street,Non-Ascendas Building,99-year Leasehold ,10032,932,6.28
D01,CENTRAL REGION,RAFFLES PLACE,Office,6 battery road,Non-Ascendas Building,,2756,256,12.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,6 raffles quay,Non-Ascendas Building,,4707,437,5.95
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1700,158,5.5
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,2099,195,5
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,4672,434,5
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,2593,241,5
D01,CENTRAL REGION,RAFFLES PLACE,Office,30 cecil street,Non-Ascendas Building,,4435,412,8.5
