District,Region,Subzone,Property Type,address,Ascendas_Building,lease,sqft,sqm,psf
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,7800,725,7
D02,CENTRAL REGION,ANSON,Office,3 lim teck kim road,Non-Ascendas Building,Unknown Tenure ,5425,504,5.9
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,15000,1394,10.8
D02,CENTRAL REGION,ANSON,Office,171 tras st,Non-Ascendas Building,Freehold ,5000,465,3.5
D01,CENTRAL REGION,CECIL,Office,6 shenton way,Non-Ascendas Building,Unknown Tenure ,5823,541,7.9
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,4000,372,10.9
D01,CENTRAL REGION,RAFFLES PLACE,Office,4 robinson road,Non-Ascendas Building,,3294,306,6.83
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,2873,267,8
D01,CENTRAL REGION,RAFFLES PLACE,Office,138 market street,Non-Ascendas Building,99-year Leasehold ,18638,1732,11
D02,CENTRAL REGION,TANJONG PAGAR,Office,20 anson road,Non-Ascendas Building,99-year Leasehold ,12500,1161,7.9
D01,CENTRAL REGION,BOAT QUAY,Office,circular road,Non-Ascendas Building,,6039,561,4.8
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,63 ubi avenue 1,Non-Ascendas Building,,3068,285,1.53
D25,NORTH REGION,WOODGROVE,Office,306a woodlands street 31,Non-Ascendas Building,99-year Leasehold ,500,46,2.8
D07,CENTRAL REGION,BUGIS,Office,67 beach road,Non-Ascendas Building,,3500,325,4.9
D07,CENTRAL REGION,BRAS BASAH,Office,51 bras basah road,Non-Ascendas Building,Unknown Tenure ,1195,111,8.79
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,4876,453,10.05
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,2164,201,11.09
D01,CENTRAL REGION,CECIL,Office,168 robinson road,Non-Ascendas Building,,3864,359,10
D27,NORTH REGION,SENOKO WEST,Office,190 woodlands industrial park e5,Non-Ascendas Building,60-year Leasehold ,1200,111,1.92
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,500,46,1.6
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,55,5,5.45
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,250,23,2.22
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,150,14,4.15
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,61 bukit batok crescent,Non-Ascendas Building,,450,42,2.44
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,61 bukit batok crescent,Non-Ascendas Building,,250,23,2.6
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,55,5,4.55
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,120,11,4.21
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,110,10,5
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,180,17,5.28
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,110,10,4.55
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,150,14,4
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent 0508,Non-Ascendas Building,60-year Leasehold ,100,9,5.5
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,120,11,5.17
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,210,20,3.57
D23,WEST REGION,BUKIT BATOK SOUTH,Office,61 bukit batok crescent,Non-Ascendas Building,,160,15,4.38
D03,CENTRAL REGION,ALEXANDRA NORTH,Light Industrial,2 alexandra road,Non-Ascendas Building,,5457,507,1.6
D03,CENTRAL REGION,ALEXANDRA NORTH,Light Industrial,2 alexandra road,Non-Ascendas Building,,3046,283,1.6
D03,CENTRAL REGION,ALEXANDRA NORTH,Light Industrial,2 alexandra road,Non-Ascendas Building,,8500,790,1.6
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,1001,93,5.5
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,754,70,5.5
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,732,68,5.5
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,764,71,5.5
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,700,65,5.7
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,1001,93,5.49
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,710,66,5.5
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,1259,117,2.38
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 malacca street,Non-Ascendas Building,,1800,167,6.39
D19,NORTH-EAST REGION,SERANGOON CENTRAL,Office,265 serangoon central drive,Non-Ascendas Building,99-year Leasehold ,500,46,4.2
D16,EAST REGION,XILIN,Light Industrial,changi south avenue 2,Non-Ascendas Building,,10000,929,1.8
D22,WEST REGION,JURONG RIVER,Light Industrial,penjuru close,Non-Ascendas Building,,16000,1486,1.3
D07,CENTRAL REGION,CRAWFORD,Office,881 north bridge road,Non-Ascendas Building,99-year Leasehold ,883,82,3.62
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,2 kallang pudding road,Non-Ascendas Building,Freehold ,1100,102,2.27
D07,CENTRAL REGION,BUGIS,Office,231 bain street,Non-Ascendas Building,,777,72,12.87
D25,NORTH REGION,GALI BATU,Factory / Workshop,11 mandai estate,Non-Ascendas Building,Freehold ,1860,173,1.61
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,kallang way,Non-Ascendas Building,,82,8,3.39
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,158 kallang way,Non-Ascendas Building,,12000,1115,2.11
D14,CENTRAL REGION,ALJUNIED,Light Industrial,82 lorong 23 geylang,Non-Ascendas Building,Freehold ,1550,144,3.23
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,2852,265,7.3
D16,EAST REGION,SIMEI,Factory / Workshop,3016 bedok north avenue 4,Non-Ascendas Building,,1800,167,2.67
D12,CENTRAL REGION,BALESTIER,Light Industrial,53 kim keat road,Non-Ascendas Building,Unknown Tenure ,1625,151,1.91
D07,CENTRAL REGION,CRAWFORD,Office,7500a beach road,Non-Ascendas Building,99-year Leasehold ,700,65,5
D07,CENTRAL REGION,CRAWFORD,Office,7500a beach road,Non-Ascendas Building,99-year Leasehold ,500,46,5.1
D07,CENTRAL REGION,CRAWFORD,Office,7500 beach road,Non-Ascendas Building,99-year Leasehold ,830,77,5
D07,CENTRAL REGION,CRAWFORD,Office,7500 beach road,Non-Ascendas Building,99-year Leasehold ,1313,122,5.78
D07,CENTRAL REGION,CRAWFORD,Office,7500a beach road,Non-Ascendas Building,99-year Leasehold ,2000,186,3.59
D13,CENTRAL REGION,JOO SENG,Light Industrial,153 kampong ampat,Non-Ascendas Building,,3154,293,1.36
D13,CENTRAL REGION,KALLANG WAY,Warehouse,tannery lane,Non-Ascendas Building,,96,9,6.77
D14,EAST REGION,FRANKEL,Office,changi rd,Non-Ascendas Building,Freehold ,1206,112,3.07
D03,CENTRAL REGION,PEARL'S HILL,Office,151 chin swee road,Non-Ascendas Building,99-year Leasehold ,646,60,3.33
D03,CENTRAL REGION,ALEXANDRA HILL,Office,3791 jalan bukit merah,Non-Ascendas Building,99-year Leasehold ,400,37,4.5
D14,CENTRAL REGION,ALJUNIED,Light Industrial,2 sims close,Non-Ascendas Building,Freehold ,3239,301,1.85
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1668,155,1.2
D20,NORTH-EAST REGION,YIO CHU KANG,Light Industrial,3 ang mo kio st 62,Non-Ascendas Building,60-year Leasehold ,2153,200,2.65
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,21 woodlands close singapore,Non-Ascendas Building,60-year Leasehold ,1152,107,1.52
D07,CENTRAL REGION,VICTORIA,Office,110 middle road,Non-Ascendas Building,99-year Leasehold ,2497,232,4.21
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,102e pasir panjang road,Non-Ascendas Building,,1764,164,1.7
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,18 tannery lane,Non-Ascendas Building,,2077,193,1.78
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,pasir pajang road,Non-Ascendas Building,Freehold ,2443,227,2.13
D02,CENTRAL REGION,TANJONG PAGAR,Office,10 anson road,Non-Ascendas Building,99-year Leasehold ,1453,135,6
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1109,103,7
D02,CENTRAL REGION,TANJONG PAGAR,Office,10 anson road,Non-Ascendas Building,99-year Leasehold ,937,87,6.51
D02,CENTRAL REGION,TANJONG PAGAR,Office,10 anson road,Non-Ascendas Building,99-year Leasehold ,2336,217,6
D02,CENTRAL REGION,TANJONG PAGAR,Office,10 anson road,Non-Ascendas Building,99-year Leasehold ,463,43,6
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,506,47,7
D07,CENTRAL REGION,BENCOOLEN,Office,175 bencoolen street,Non-Ascendas Building,99-year Leasehold ,549,51,6.5
D02,CENTRAL REGION,CHINATOWN,Office,tanjong pagar road,Non-Ascendas Building,,1050,98,6.67
D20,CENTRAL REGION,MARYMOUNT,Office,jalan pemimpin,Non-Ascendas Building,Freehold ,48782,4532,2.95
D05,WEST REGION,PANDAN,Light Industrial,237 pandan loop,Non-Ascendas Building,999-year Leasehold ,670,62,2.24
D06,CENTRAL REGION,CITY HALL,Office,1 north bridge road,Non-Ascendas Building,,300,28,36.83
D06,CENTRAL REGION,CITY HALL,Office,1 north bridge road,Non-Ascendas Building,,196,18,25.31
D14,CENTRAL REGION,ALJUNIED,Office,118 aljunied avenue 2,Non-Ascendas Building,99-year Leasehold ,258,24,5.04
D03,CENTRAL REGION,PEARL'S HILL,Office,151 chin swee rd,Non-Ascendas Building,99-year Leasehold ,580,54,3.07
D03,CENTRAL REGION,ALEXANDRA HILL,Light Industrial,8 jalan kilang timor,Non-Ascendas Building,,8676,806,2.31
D14,EAST REGION,KEMBANGAN,Light Industrial,28 senang crescent,Non-Ascendas Building,Freehold ,1970,183,1.52
D02,CENTRAL REGION,CHINATOWN,Office,tanjong pagar,Non-Ascendas Building,,4090,380,6.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,raffles place,Non-Ascendas Building,,500,46,6
D18,EAST REGION,TAMPINES NORTH,Factory / Workshop,1 tampines north drive 1,Non-Ascendas Building,Unknown Tenure ,1636,152,2
D18,EAST REGION,TAMPINES NORTH,Factory / Workshop,1 tampines north drive 1,Non-Ascendas Building,Unknown Tenure ,2196,204,2
D09,CENTRAL REGION,BOULEVARD,Office,302 orchard road,Non-Ascendas Building,Freehold ,6850,636,8.5
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,kakit bukit place,Non-Ascendas Building,,10000,929,2.2
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,3821,355,1.7
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,57 ubi avenue 1,Non-Ascendas Building,60-year Leasehold ,1550,144,1.84
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,1582,147,2.21
D22,WEST REGION,KIAN TECK,Factory / Workshop,1 soon lee street,Non-Ascendas Building,Unknown Tenure ,1893,176,1.69
D07,CENTRAL REGION,CRAWFORD,Office,200 jalan sultan,Non-Ascendas Building,Unknown Tenure ,883,82,2.72
D09,CENTRAL REGION,SELEGIE,Office,1 sophia road,Non-Ascendas Building,Unknown Tenure ,689,64,3.41
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,1033,96,5.13
D27,NORTH REGION,SEMBAWANG NORTH,Factory / Workshop,8a admiralty street,Non-Ascendas Building,60-year Leasehold ,2798,260,2.68
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,635,59,6.61
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,10 ubi crescent,Non-Ascendas Building,Unknown Tenure ,1000,93,3
D22,WEST REGION,TOH TUCK,Factory / Workshop,48 toh guan road east,Non-Ascendas Building,60-year Leasehold ,4030,374,0.87
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,4300,399,2.09
D22,WEST REGION,TOH TUCK,Factory / Workshop,48 toh guan road east,Non-Ascendas Building,60-year Leasehold ,2163,201,2.08
D22,WEST REGION,SHIPYARD,Factory / Workshop,20 pioneer crescent,Non-Ascendas Building,Unknown Tenure ,1410,131,1.6
D22,WEST REGION,SHIPYARD,Factory / Workshop,20 pioneer crescent,Non-Ascendas Building,Unknown Tenure ,17500,1626,1.4
D22,WEST REGION,KIAN TECK,Factory / Workshop,3 soon lee street,Non-Ascendas Building,30-year Leasehold ,1238,115,1.29
D22,WEST REGION,KIAN TECK,Factory / Workshop,5 soon lee street,Non-Ascendas Building,30-year Leasehold ,1346,125,2.08
D22,WEST REGION,TOH TUCK,Factory / Workshop,71 toh guan road east,Non-Ascendas Building,Unknown Tenure ,1087,101,1.84
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,5876,546,2
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,2766,257,2
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,35000,3252,1.4
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,2045,190,1.96
D22,WEST REGION,KIAN TECK,Factory / Workshop,1 soon lee street,Non-Ascendas Building,Unknown Tenure ,1722,160,2.03
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,11076,1029,1.4
D22,WEST REGION,JURONG RIVER,Factory / Workshop,4 penjuru place,Non-Ascendas Building,,6000,557,1.33
D22,WEST REGION,KIAN TECK,Factory / Workshop,7 soon lee street,Non-Ascendas Building,30-year Leasehold ,1722,160,1.45
D22,WEST REGION,TOH TUCK,Factory / Workshop,21 toh guan road east,Non-Ascendas Building,Unknown Tenure ,1356,126,1.84
D22,WEST REGION,TOH TUCK,Factory / Workshop,21 toh guan road east,Non-Ascendas Building,Unknown Tenure ,2142,199,1.59
D22,WEST REGION,KIAN TECK,Factory / Workshop,7 soon lee street,Non-Ascendas Building,30-year Leasehold ,1733,161,1.73
D22,WEST REGION,SAMULUN,Factory / Workshop,10 buroh street,Non-Ascendas Building,30-year Leasehold ,1733,161,1
D22,WEST REGION,KIAN TECK,Factory / Workshop,5 soon lee street,Non-Ascendas Building,30-year Leasehold ,958,89,1.77
D22,WEST REGION,SAMULUN,Factory / Workshop,2 buroh crescent,Non-Ascendas Building,30-year Leasehold ,2960,275,2
D22,WEST REGION,TOH TUCK,Factory / Workshop,21 toh guan road east,Non-Ascendas Building,Unknown Tenure ,1701,158,1.47
D22,WEST REGION,TOH TUCK,Factory / Workshop,21 toh guan road east,Non-Ascendas Building,Unknown Tenure ,3122,290,1.76
D22,WEST REGION,KIAN TECK,Factory / Workshop,10 enterprise road,Non-Ascendas Building,,7029,653,1.14
D22,WEST REGION,PENJURU CRESCENT,Factory / Workshop,penjuru area,Non-Ascendas Building,,10000,929,1.5
D22,WEST REGION,TOH TUCK,Factory / Workshop,toh guan road east,Non-Ascendas Building,,4876,453,1.82
D14,CENTRAL REGION,ALJUNIED,Office,lorong 21,Non-Ascendas Building,,600,56,3.67
D14,CENTRAL REGION,ALJUNIED,Office,lorong 19 geylang association use,Non-Ascendas Building,,650,60,3.38
D14,CENTRAL REGION,ALJUNIED,Office,lorong 19 geylang,Non-Ascendas Building,,600,56,2.83
D19,NORTH-EAST REGION,SERANGOON GARDEN,Business / Science Park,152a serangoon north avenue 1,Non-Ascendas Building,99-year Leasehold ,100,9,12.5
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina boulevard,Non-Ascendas Building,99-year Leasehold ,4554,423,11.99
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 cecil street,Non-Ascendas Building,99-year Leasehold ,2141,199,6.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 cecil street,Non-Ascendas Building,99-year Leasehold ,1344,125,7.12
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 cecil street,Non-Ascendas Building,99-year Leasehold ,2658,247,9
D05,WEST REGION,PANDAN,Factory / Workshop,196 pandan loop,Non-Ascendas Building,Unknown Tenure ,2250,209,1.96
D18,EAST REGION,TAMPINES EAST,Office,300 tampines avenue 5,Non-Ascendas Building,Unknown Tenure ,1000,93,3.97
D18,EAST REGION,TAMPINES EAST,Office,300 tampines avenue 5,Non-Ascendas Building,Unknown Tenure ,700,65,1.24
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,1120,104,3.34
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,310,29,3.86
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,500,46,0.94
D18,EAST REGION,TAMPINES EAST,Office,300 tampines avenue 5,Non-Ascendas Building,Unknown Tenure ,300,28,1.66
D16,EAST REGION,XILIN,Office,51 changi business park central 2,Non-Ascendas Building,,1110,103,3.58
D01,CENTRAL REGION,RAFFLES PLACE,Office,137 market street,Non-Ascendas Building,Unknown Tenure ,980,91,2.76
D01,CENTRAL REGION,RAFFLES PLACE,Office,137 market street,Non-Ascendas Building,Unknown Tenure ,380,35,3.57
D01,CENTRAL REGION,RAFFLES PLACE,Office,137 market street,Non-Ascendas Building,Unknown Tenure ,300,28,1.91
D16,EAST REGION,XILIN,Office,51 changi business park central 2,Non-Ascendas Building,,300,28,2.73
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,970,90,3.1
D16,EAST REGION,XILIN,Office,51 changi business park central 2,Non-Ascendas Building,,300,28,0.63
D01,CENTRAL REGION,RAFFLES PLACE,Office,3 phillip street,Non-Ascendas Building,999-year Leasehold ,1080,100,3.46
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,1200,111,2.06
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,740,69,3.05
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,200,19,1.09
D22,WEST REGION,JURONG GATEWAY,Office,15 jurong east central 1,Non-Ascendas Building,,470,44,0.92
D22,WEST REGION,JURONG GATEWAY,Office,15 jurong east central 1,Non-Ascendas Building,,1070,99,3.67
D22,WEST REGION,JURONG GATEWAY,Office,15 jurong east central 1,Non-Ascendas Building,,300,28,1.06
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,1010,94,3.24
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,500,46,0.5
D07,CENTRAL REGION,BUGIS,Office,410 north bridge road,Non-Ascendas Building,,1200,111,3.44
D07,CENTRAL REGION,BUGIS,Office,410 north bridge road,Non-Ascendas Building,,700,65,1.81
D07,CENTRAL REGION,BUGIS,Office,410 north bridge road,Non-Ascendas Building,,500,46,0.5
D22,WEST REGION,JURONG GATEWAY,Office,8 jurong town hall road,Non-Ascendas Building,,1030,96,3.56
D22,WEST REGION,JURONG GATEWAY,Office,8 jurong town hall road,Non-Ascendas Building,,200,19,1.44
D22,WEST REGION,JURONG GATEWAY,Office,8 jurong town hall road,Non-Ascendas Building,,430,40,1.6
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,1020,95,3.58
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,820,76,2.67
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,1200,111,5.16
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,420,39,2.25
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,380,35,2.8
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,Unknown Tenure ,1170,109,3.85
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,300,28,2.86
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,Unknown Tenure ,360,33,3.8
D11,CENTRAL REGION,MOULMEIN,Office,101 thomson road,Non-Ascendas Building,Unknown Tenure ,1160,108,4.33
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,Unknown Tenure ,300,28,1.63
D11,CENTRAL REGION,MOULMEIN,Office,101 thomson road,Non-Ascendas Building,Unknown Tenure ,501,47,0.5
D11,CENTRAL REGION,MOULMEIN,Office,101 thomson road,Non-Ascendas Building,Unknown Tenure ,350,33,2.72
D05,CENTRAL REGION,ONE NORTH,Office,1 fusionopolis place,Ascendas Building,60-year Leasehold ,1140,106,4.02
D05,CENTRAL REGION,ONE NORTH,Office,1 fusionopolis place,Ascendas Building,60-year Leasehold ,330,31,3.4
D05,CENTRAL REGION,ONE NORTH,Office,1 fusionopolis place,Ascendas Building,60-year Leasehold ,300,28,0.63
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,700,65,1.63
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,500,46,1.28
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,370,34,2.39
D01,CENTRAL REGION,TANJONG PAGAR,Office,8 shenton way,Non-Ascendas Building,,1100,102,3.12
D01,CENTRAL REGION,TANJONG PAGAR,Office,8 shenton way,Non-Ascendas Building,,500,46,1.55
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,300,28,2.13
D01,CENTRAL REGION,TANJONG PAGAR,Office,8 shenton way,Non-Ascendas Building,,300,28,1.57
